ecosystem,component_name,component_version,purl,vulnerability_id,cve,vulnerability_description,is_vulnerable
maven,org.bouncycastle:bcprov-jdk15on,1.60,pkg:maven/org.bouncycastle/bcprov-jdk15on@1.60,GHSA-hr8g-6v94-x4m9,CVE-2023-33201,Bouncy Castle For Java LDAP injection vulnerability,True
maven,org.bouncycastle:bcprov-jdk15on,1.60,pkg:maven/org.bouncycastle/bcprov-jdk15on@1.60,GHSA-v435-xc8x-wvr9,CVE-2024-30171,"Bouncy Castle affected by timing side-channel for RSA key exchange (""The Marvin Attack"")",True
maven,org.bouncycastle:bcprov-jdk15on,1.60,pkg:maven/org.bouncycastle/bcprov-jdk15on@1.60,GHSA-wjxj-5m7g-mg7q,CVE-2023-33202,Bouncy Castle Denial of Service (DoS),True
maven,commons-net:commons-net,3.4,pkg:maven/commons-net/commons-net@3.4,GHSA-cgp8-4m63-fhh5,CVE-2021-37533,Apache Commons Net vulnerable to information leakage via malicious server,True
maven,mysql:mysql-connector-java,8.0.30,pkg:maven/mysql/mysql-connector-java@8.0.30,GHSA-m6vm-37g8-gqvh,CVE-2023-22102,MySQL Connectors takeover vulnerability,True
maven,org.apache.ant:ant,1.10.6,pkg:maven/org.apache.ant/ant@1.10.6,GHSA-4p6w-m9wc-c9c9,CVE-2020-1945,Sensitive Data Exposure in Apache Ant,True
maven,org.apache.ant:ant,1.10.6,pkg:maven/org.apache.ant/ant@1.10.6,GHSA-5v34-g2px-j4fw,CVE-2021-36374,Improper Handling of Length Parameter Inconsistency in Apache Ant,True
maven,org.apache.ant:ant,1.10.6,pkg:maven/org.apache.ant/ant@1.10.6,GHSA-f62v-xpxf-3v68,CVE-2020-11979,Code injection in Apache Ant,True
maven,org.apache.ant:ant,1.10.6,pkg:maven/org.apache.ant/ant@1.10.6,GHSA-q5r4-cfpx-h6fh,CVE-2021-36373,Improper Handling of Length Parameter Inconsistency in Apache Ant,True
maven,commons-net:commons-net,3.8.0,pkg:maven/commons-net/commons-net@3.8.0,GHSA-cgp8-4m63-fhh5,CVE-2021-37533,Apache Commons Net vulnerable to information leakage via malicious server,True
maven,org.apache.logging.log4j:log4j-core,2.24.3,pkg:maven/org.apache.logging.log4j/log4j-core@2.24.3,GHSA-vc5p-v9hr-52mj,,Apache Log4j does not verify the TLS hostname in its Socket Appender,True
maven,org.apache.logging.log4j:log4j-core,2.22.0,pkg:maven/org.apache.logging.log4j/log4j-core@2.22.0,GHSA-vc5p-v9hr-52mj,,Apache Log4j does not verify the TLS hostname in its Socket Appender,True
maven,com.google.guava:guava,16.0.1,pkg:maven/com.google.guava/guava@16.0.1,GHSA-5mg8-w23w-74h3,CVE-2020-8908,Information Disclosure in Guava,True
maven,com.google.guava:guava,16.0.1,pkg:maven/com.google.guava/guava@16.0.1,GHSA-7g45-4rm6-3mm3,CVE-2023-2976,Guava vulnerable to insecure use of temporary directory,True
maven,com.google.guava:guava,16.0.1,pkg:maven/com.google.guava/guava@16.0.1,GHSA-mvr2-9pj6-7w5j,CVE-2018-10237,Denial of Service in Google Guava,True
maven,org.springframework:spring-core,6.2.9,pkg:maven/org.springframework/spring-core@6.2.9,GHSA-jmp9-x22r-554x,CVE-2025-41249,Spring Framework annotation detection mechanism may result in improper authorization,True
maven,mysql:mysql-connector-java,8.0.28,pkg:maven/mysql/mysql-connector-java@8.0.28,GHSA-m6vm-37g8-gqvh,CVE-2023-22102,MySQL Connectors takeover vulnerability,True
maven,org.apache.zookeeper:zookeeper,3.9.2,pkg:maven/org.apache.zookeeper/zookeeper@3.9.2,GHSA-2hmj-97jw-28jh,CVE-2025-58457,Apache ZooKeeper: Insufficient Permission Check in AdminServer Snapshot/Restore Commands,True
maven,org.apache.zookeeper:zookeeper,3.9.2,pkg:maven/org.apache.zookeeper/zookeeper@3.9.2,GHSA-g93m-8x6h-g5gv,CVE-2024-51504,Apache ZooKeeper: Authentication bypass with IP-based authentication in Admin Server,True
maven,org.apache.logging.log4j:log4j-core,2.22.1,pkg:maven/org.apache.logging.log4j/log4j-core@2.22.1,GHSA-vc5p-v9hr-52mj,,Apache Log4j does not verify the TLS hostname in its Socket Appender,True
maven,mysql:mysql-connector-java,8.0.22,pkg:maven/mysql/mysql-connector-java@8.0.22,GHSA-g76j-4cxx-23h9,CVE-2022-21363,Improper Handling of Insufficient Permissions or Privileges in MySQL Connectors Java,True
maven,mysql:mysql-connector-java,8.0.22,pkg:maven/mysql/mysql-connector-java@8.0.22,GHSA-m6vm-37g8-gqvh,CVE-2023-22102,MySQL Connectors takeover vulnerability,True
maven,mysql:mysql-connector-java,8.0.22,pkg:maven/mysql/mysql-connector-java@8.0.22,GHSA-w6f2-8wx4-47r5,CVE-2021-2471,Incorrect Authorization in MySQL Connector Java,True
maven,com.google.guava:guava,23.0,pkg:maven/com.google.guava/guava@23.0,GHSA-5mg8-w23w-74h3,CVE-2020-8908,Information Disclosure in Guava,True
maven,com.google.guava:guava,23.0,pkg:maven/com.google.guava/guava@23.0,GHSA-7g45-4rm6-3mm3,CVE-2023-2976,Guava vulnerable to insecure use of temporary directory,True
maven,com.google.guava:guava,23.0,pkg:maven/com.google.guava/guava@23.0,GHSA-mvr2-9pj6-7w5j,CVE-2018-10237,Denial of Service in Google Guava,True
pypi,jinja2,3.1.3,pkg:pypi/jinja2@3.1.3,GHSA-cpwx-vrp4-4pq7,CVE-2025-27516,Jinja2 vulnerable to sandbox breakout through attr filter selecting format method,True
pypi,jinja2,3.1.3,pkg:pypi/jinja2@3.1.3,GHSA-gmj6-6f8f-6699,CVE-2024-56201,Jinja has a sandbox breakout through malicious filenames,True
pypi,jinja2,3.1.3,pkg:pypi/jinja2@3.1.3,GHSA-h75v-3vvj-5mfj,CVE-2024-34064,Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,True
pypi,jinja2,3.1.3,pkg:pypi/jinja2@3.1.3,GHSA-q2x7-8rv6-6q7h,CVE-2024-56326,Jinja has a sandbox breakout through indirect reference to format method,True
pypi,opencv-python,4.5.5.62,pkg:pypi/opencv-python@4.5.5.62,GHSA-qr4w-53vh-m672,,opencv-python bundled libwebp binaries in wheels that are vulnerable to CVE-2023-4863,True
pypi,opencv-python,4.5.5.62,pkg:pypi/opencv-python@4.5.5.62,PYSEC-2023-183,,opencv-python versions before v4,True
pypi,gunicorn,21.0.1,pkg:pypi/gunicorn@21.0.1,GHSA-hc5x-x2vx-497g,CVE-2024-6827,Gunicorn HTTP Request/Response Smuggling vulnerability,True
pypi,gunicorn,21.0.1,pkg:pypi/gunicorn@21.0.1,GHSA-w3h3-4rj7-4ph4,CVE-2024-1135,Request smuggling leading to endpoint restriction bypass in Gunicorn,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,GHSA-6rq9-53c3-f7vj,CVE-2024-5187,onnx allows Arbitrary File Overwrite in download_model_with_test_data,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,GHSA-ffxj-547x-5j7c,CVE-2022-25882,Directory Traversal in onnx,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,GHSA-h36j-8vv3-cj52,CVE-2024-7776,Open Neural Network Exchange (ONNX) Path Traversal Vulnerability,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,GHSA-h8wv-9h96-m4hr,CVE-2024-27319,Onnx Out-of-bounds Read vulnerability,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,GHSA-whh8-fjgc-qp73,CVE-2024-27318,Onnx Directory Traversal vulnerability,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,PYSEC-2023-38,CVE-2022-25882,Versions of the package onnx before 1,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,PYSEC-2024-222,CVE-2024-27318,Versions of the package onnx before and including 1,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,PYSEC-2024-223,CVE-2024-27319,Versions of the package onnx before and including 1,True
pypi,onnx,1.7.0,pkg:pypi/onnx@1.7.0,PYSEC-2025-10,CVE-2024-7776,"A vulnerability in the `download_model` function of the onnx/onnx framework, before and including version 1",True
pypi,orjson,3.9.6,pkg:pypi/orjson@3.9.6,GHSA-hx9q-6w63-j58v,CVE-2025-67221,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.6,pkg:pypi/orjson@3.9.6,GHSA-pwr2-4v36-6qpr,CVE-2024-27454,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.6,pkg:pypi/orjson@3.9.6,PYSEC-2024-40,CVE-2024-27454,orjson,True
pypi,sentry-sdk,2.7.1,pkg:pypi/sentry-sdk@2.7.1,GHSA-g92j-qhmh-64v2,CVE-2024-40647,Sentry's Python SDK unintentionally exposes environment variables to subprocesses,True
pypi,filelock,3.7.0,pkg:pypi/filelock@3.7.0,GHSA-qmgc-5h2g-mvrw,CVE-2026-22701,filelock Time-of-Check-Time-of-Use (TOCTOU) Symlink Vulnerability in SoftFileLock,True
pypi,filelock,3.7.0,pkg:pypi/filelock@3.7.0,GHSA-w853-jp5j-5j7f,CVE-2025-68146,filelock has a TOCTOU race condition which allows symlink attacks during lock file creation,True
pypi,pymysql,1.1.0rc1,pkg:pypi/pymysql@1.1.0rc1,GHSA-v9hf-5j83-6xpp,CVE-2024-36039,PyMySQL SQL Injection vulnerability,True
pypi,orjson,3.9.15,pkg:pypi/orjson@3.9.15,GHSA-hx9q-6w63-j58v,CVE-2025-67221,orjson does not limit recursion for deeply nested JSON documents,True
pypi,pymysql,1.0.0,pkg:pypi/pymysql@1.0.0,GHSA-v9hf-5j83-6xpp,CVE-2024-36039,PyMySQL SQL Injection vulnerability,True
pypi,gunicorn,20.1.0,pkg:pypi/gunicorn@20.1.0,GHSA-hc5x-x2vx-497g,CVE-2024-6827,Gunicorn HTTP Request/Response Smuggling vulnerability,True
pypi,gunicorn,20.1.0,pkg:pypi/gunicorn@20.1.0,GHSA-w3h3-4rj7-4ph4,CVE-2024-1135,Request smuggling leading to endpoint restriction bypass in Gunicorn,True
pypi,opencv-python,4.5.4.60,pkg:pypi/opencv-python@4.5.4.60,GHSA-qr4w-53vh-m672,,opencv-python bundled libwebp binaries in wheels that are vulnerable to CVE-2023-4863,True
pypi,opencv-python,4.5.4.60,pkg:pypi/opencv-python@4.5.4.60,PYSEC-2023-183,,opencv-python versions before v4,True
pypi,fastapi,0.97.0,pkg:pypi/fastapi@0.97.0,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-54jq-c3m8-4m76,CVE-2025-69226,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-5m98-qgg9-wh84,CVE-2024-30251,aiohttp vulnerable to Denial of Service when trying to parse malformed POST requests,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-69f9-5gxw-wvc2,CVE-2025-69224,AIOHTTP's unicode processing of header values could cause parsing discrepancies,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-6jhg-hg63-jvvf,CVE-2025-69228,AIOHTTP vulnerable to denial of service through large payloads,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-6mq8-rvhq-8wgg,CVE-2025-69223,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-7gpw-8wmc-pm8g,CVE-2024-27306,aiohttp Cross-site Scripting vulnerability on index pages for static file handling,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-8495-4g3g-x7pr,CVE-2024-52304,aiohttp allows request smuggling due to incorrect parsing of chunk extensions,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-9548-qrrj-x5pj,CVE-2025-53643,AIOHTTP is vulnerable to HTTP Request/Response Smuggling through incorrect parsing of chunked trailer sections,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-fh55-r93g-j68g,CVE-2025-69230,AIOHTTP Vulnerable to Cookie Parser Warning Storm,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-g84x-mcqj-x9qq,CVE-2025-69229,AIOHTTP vulnerable to DoS through chunked messages,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-jj3x-wxrx-4x23,CVE-2025-69227,AIOHTTP vulnerable to DoS when bypassing asserts,True
pypi,aiohttp,3.9.2,pkg:pypi/aiohttp@3.9.2,GHSA-mqqc-3gqh-h2x8,CVE-2025-69225,AIOHTTP has unicode match groups in regexes for ASCII protocol elements,True
pypi,pycryptodome,3.9.9,pkg:pypi/pycryptodome@3.9.9,GHSA-j225-cvw7-qrx7,CVE-2023-52323,PyCryptodome and pycryptodomex side-channel leakage for OAEP decryption,True
pypi,orjson,3.9.7,pkg:pypi/orjson@3.9.7,GHSA-hx9q-6w63-j58v,CVE-2025-67221,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.7,pkg:pypi/orjson@3.9.7,GHSA-pwr2-4v36-6qpr,CVE-2024-27454,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.7,pkg:pypi/orjson@3.9.7,PYSEC-2024-40,CVE-2024-27454,orjson,True
pypi,filelock,3.7.1,pkg:pypi/filelock@3.7.1,GHSA-qmgc-5h2g-mvrw,CVE-2026-22701,filelock Time-of-Check-Time-of-Use (TOCTOU) Symlink Vulnerability in SoftFileLock,True
pypi,filelock,3.7.1,pkg:pypi/filelock@3.7.1,GHSA-w853-jp5j-5j7f,CVE-2025-68146,filelock has a TOCTOU race condition which allows symlink attacks during lock file creation,True
pypi,fastapi,0.98.0,pkg:pypi/fastapi@0.98.0,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-54jq-c3m8-4m76,CVE-2025-69226,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-69f9-5gxw-wvc2,CVE-2025-69224,AIOHTTP's unicode processing of header values could cause parsing discrepancies,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-6jhg-hg63-jvvf,CVE-2025-69228,AIOHTTP vulnerable to denial of service through large payloads,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-6mq8-rvhq-8wgg,CVE-2025-69223,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-8495-4g3g-x7pr,CVE-2024-52304,aiohttp allows request smuggling due to incorrect parsing of chunk extensions,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-9548-qrrj-x5pj,CVE-2025-53643,AIOHTTP is vulnerable to HTTP Request/Response Smuggling through incorrect parsing of chunked trailer sections,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-fh55-r93g-j68g,CVE-2025-69230,AIOHTTP Vulnerable to Cookie Parser Warning Storm,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-g84x-mcqj-x9qq,CVE-2025-69229,AIOHTTP vulnerable to DoS through chunked messages,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-jj3x-wxrx-4x23,CVE-2025-69227,AIOHTTP vulnerable to DoS when bypassing asserts,True
pypi,aiohttp,3.9.5,pkg:pypi/aiohttp@3.9.5,GHSA-mqqc-3gqh-h2x8,CVE-2025-69225,AIOHTTP has unicode match groups in regexes for ASCII protocol elements,True
pypi,lightgbm,3.3.5,pkg:pypi/lightgbm@3.3.5,GHSA-2586-f3p4-hq84,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,lightgbm,3.3.5,pkg:pypi/lightgbm@3.3.5,PYSEC-2024-231,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,scipy,1.8.1,pkg:pypi/scipy@1.8.1,PYSEC-2023-102,CVE-2023-25399,A refcounting issue which leads to potential memory leak was discovered in scipy commit 8627df31ab in Py_FindObjects() function,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,GHSA-6rq9-53c3-f7vj,CVE-2024-5187,onnx allows Arbitrary File Overwrite in download_model_with_test_data,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,GHSA-ffxj-547x-5j7c,CVE-2022-25882,Directory Traversal in onnx,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,GHSA-h36j-8vv3-cj52,CVE-2024-7776,Open Neural Network Exchange (ONNX) Path Traversal Vulnerability,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,GHSA-h8wv-9h96-m4hr,CVE-2024-27319,Onnx Out-of-bounds Read vulnerability,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,GHSA-whh8-fjgc-qp73,CVE-2024-27318,Onnx Directory Traversal vulnerability,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,PYSEC-2023-38,CVE-2022-25882,Versions of the package onnx before 1,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,PYSEC-2024-222,CVE-2024-27318,Versions of the package onnx before and including 1,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,PYSEC-2024-223,CVE-2024-27319,Versions of the package onnx before and including 1,True
pypi,onnx,1.9.0,pkg:pypi/onnx@1.9.0,PYSEC-2025-10,CVE-2024-7776,"A vulnerability in the `download_model` function of the onnx/onnx framework, before and including version 1",True
pypi,virtualenv,20.9.0,pkg:pypi/virtualenv@20.9.0,GHSA-597g-3phw-6986,CVE-2026-22702,virtualenv Has TOCTOU Vulnerabilities in Directory Creation,True
pypi,virtualenv,20.9.0,pkg:pypi/virtualenv@20.9.0,GHSA-rqc4-2hc7-8c8v,CVE-2024-53899,virtualenv allows command injection through activation scripts for a virtual environment,True
pypi,virtualenv,20.9.0,pkg:pypi/virtualenv@20.9.0,PYSEC-2024-187,CVE-2024-53899,virtualenv before 20,True
pypi,virtualenv,20.7.1,pkg:pypi/virtualenv@20.7.1,GHSA-597g-3phw-6986,CVE-2026-22702,virtualenv Has TOCTOU Vulnerabilities in Directory Creation,True
pypi,virtualenv,20.7.1,pkg:pypi/virtualenv@20.7.1,GHSA-rqc4-2hc7-8c8v,CVE-2024-53899,virtualenv allows command injection through activation scripts for a virtual environment,True
pypi,virtualenv,20.7.1,pkg:pypi/virtualenv@20.7.1,PYSEC-2024-187,CVE-2024-53899,virtualenv before 20,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-54jq-c3m8-4m76,CVE-2025-69226,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-5h86-8mv2-jq9f,CVE-2024-23334,aiohttp is vulnerable to directory traversal,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-5m98-qgg9-wh84,CVE-2024-30251,aiohttp vulnerable to Denial of Service when trying to parse malformed POST requests,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-69f9-5gxw-wvc2,CVE-2025-69224,AIOHTTP's unicode processing of header values could cause parsing discrepancies,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-6jhg-hg63-jvvf,CVE-2025-69228,AIOHTTP vulnerable to denial of service through large payloads,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-6mq8-rvhq-8wgg,CVE-2025-69223,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-7gpw-8wmc-pm8g,CVE-2024-27306,aiohttp Cross-site Scripting vulnerability on index pages for static file handling,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-8495-4g3g-x7pr,CVE-2024-52304,aiohttp allows request smuggling due to incorrect parsing of chunk extensions,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-8qpw-xqxj-h4r2,CVE-2024-23829,"aiohttp's HTTP parser (the python one, not llhttp) still overly lenient about separators",True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-9548-qrrj-x5pj,CVE-2025-53643,AIOHTTP is vulnerable to HTTP Request/Response Smuggling through incorrect parsing of chunked trailer sections,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-fh55-r93g-j68g,CVE-2025-69230,AIOHTTP Vulnerable to Cookie Parser Warning Storm,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-g84x-mcqj-x9qq,CVE-2025-69229,AIOHTTP vulnerable to DoS through chunked messages,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-jj3x-wxrx-4x23,CVE-2025-69227,AIOHTTP vulnerable to DoS when bypassing asserts,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-mqqc-3gqh-h2x8,CVE-2025-69225,AIOHTTP has unicode match groups in regexes for ASCII protocol elements,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-q3qx-c6g2-7pw2,CVE-2023-49081,aiohttp's ClientSession is vulnerable to CRLF injection via version,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,GHSA-qvrw-v9rv-5rjx,CVE-2023-49082,aiohttp's ClientSession is vulnerable to CRLF injection via method,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,PYSEC-2023-250,CVE-2023-49081,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,PYSEC-2023-251,CVE-2023-49082,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,PYSEC-2024-24,CVE-2024-23334,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0b1,pkg:pypi/aiohttp@3.9.0b1,PYSEC-2024-26,CVE-2024-23829,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,lightgbm,4.0.0,pkg:pypi/lightgbm@4.0.0,GHSA-2586-f3p4-hq84,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,lightgbm,4.0.0,pkg:pypi/lightgbm@4.0.0,PYSEC-2024-231,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,urllib3,2.6.0,pkg:pypi/urllib3@2.6.0,GHSA-38jv-5279-wg99,CVE-2026-21441,Decompression-bomb safeguards bypassed when following HTTP redirects (streaming API),True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,GHSA-3f63-hfp8-52jq,CVE-2023-50447,Arbitrary Code Execution in Pillow,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,GHSA-44wm-f244-xhp3,CVE-2024-28219,Pillow buffer overflow vulnerability,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,GHSA-8ghj-p4vj-mr35,CVE-2023-44271,Pillow Denial of Service vulnerability,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,GHSA-j7hp-h8jx-5ppr,CVE-2023-4863,libwebp: OOB write in BuildHuffmanTable,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,GHSA-m2vv-5vj5-2hm7,CVE-2022-45198,Pillow vulnerable to Data Amplification attack.,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,OSV-2022-1074,,Invalid-free in _dealloc,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,OSV-2022-715,,Segv on unknown address in jpeg_read_scanlines,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,PYSEC-2022-42979,CVE-2022-45198,Pillow before 9,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,PYSEC-2023-175,,Pillow versions before v10,True
pypi,pillow,9.1.1,pkg:pypi/pillow@9.1.1,PYSEC-2023-227,CVE-2023-44271,An issue was discovered in Pillow before 10,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,GHSA-3f63-hfp8-52jq,CVE-2023-50447,Arbitrary Code Execution in Pillow,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,GHSA-44wm-f244-xhp3,CVE-2024-28219,Pillow buffer overflow vulnerability,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,GHSA-8ghj-p4vj-mr35,CVE-2023-44271,Pillow Denial of Service vulnerability,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,GHSA-j7hp-h8jx-5ppr,CVE-2023-4863,libwebp: OOB write in BuildHuffmanTable,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,PYSEC-2023-175,,Pillow versions before v10,True
pypi,pillow,9.4.0,pkg:pypi/pillow@9.4.0,PYSEC-2023-227,CVE-2023-44271,An issue was discovered in Pillow before 10,True
pypi,configobj,5.0.8,pkg:pypi/configobj@5.0.8,GHSA-c33w-24p9-8m24,CVE-2023-26112,configobj ReDoS exploitable by developer using values in a server-side configuration file,True
pypi,fastapi,0.95.1,pkg:pypi/fastapi@0.95.1,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,torch,2.4.0,pkg:pypi/torch@2.4.0,GHSA-3749-ghw9-m3mg,CVE-2025-2953,PyTorch susceptible to local Denial of Service,True
pypi,torch,2.4.0,pkg:pypi/torch@2.4.0,GHSA-53q9-r3pm-6pq6,CVE-2025-32434,PyTorch: `torch.load` with `weights_only=True` leads to remote code execution,True
pypi,torch,2.4.0,pkg:pypi/torch@2.4.0,GHSA-887c-mr87-cxwp,CVE-2025-3730,PyTorch Improper Resource Shutdown or Release vulnerability,True
pypi,torch,2.4.0,pkg:pypi/torch@2.4.0,PYSEC-2024-259,CVE-2024-48063,In PyTorch <=2,True
pypi,torch,2.4.0,pkg:pypi/torch@2.4.0,PYSEC-2025-41,CVE-2025-32434,PyTorch is a Python package that provides tensor computation with strong GPU acceleration and deep neural networks built on a tape-based autograd system,True
pypi,pymysql,1.1.0,pkg:pypi/pymysql@1.1.0,GHSA-v9hf-5j83-6xpp,CVE-2024-36039,PyMySQL SQL Injection vulnerability,True
pypi,idna,3.4,pkg:pypi/idna@3.4,GHSA-jjg7-2v4v-x38h,CVE-2024-3651,Internationalized Domain Names in Applications (IDNA) vulnerable to denial of service from specially crafted inputs to idna.encode,True
pypi,idna,3.4,pkg:pypi/idna@3.4,PYSEC-2024-60,CVE-2024-3651,"A vulnerability was identified in the kjd/idna library, specifically within the `idna",True
pypi,pillow,9.0.0,pkg:pypi/pillow@9.0.0,GHSA-3f63-hfp8-52jq,CVE-2023-50447,Arbitrary Code Execution in Pillow,True
pypi,pillow,9.0.0,pkg:pypi/pillow@9.0.0,GHSA-44wm-f244-xhp3,CVE-2024-28219,Pillow buffer overflow vulnerability,True
pypi,pillow,9.0.0,pkg:pypi/pillow@9.0.0,GHSA-8ghj-p4vj-mr35,CVE-2023-44271,Pillow Denial of Service vulnerability,True
