ecosystem,component_name,component_version,purl,vulnerability_id,cve,vulnerability_description,is_vulnerable
pypi,pymysql,1.0.1,pkg:pypi/pymysql@1.0.1,GHSA-v9hf-5j83-6xpp,CVE-2024-36039,PyMySQL SQL Injection vulnerability,True
pypi,lightgbm,4.1.0,pkg:pypi/lightgbm@4.1.0,GHSA-2586-f3p4-hq84,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,lightgbm,4.1.0,pkg:pypi/lightgbm@4.1.0,PYSEC-2024-231,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,virtualenv,20.8.0,pkg:pypi/virtualenv@20.8.0,GHSA-597g-3phw-6986,CVE-2026-22702,virtualenv Has TOCTOU Vulnerabilities in Directory Creation,True
pypi,virtualenv,20.8.0,pkg:pypi/virtualenv@20.8.0,GHSA-rqc4-2hc7-8c8v,CVE-2024-53899,virtualenv allows command injection through activation scripts for a virtual environment,True
pypi,virtualenv,20.8.0,pkg:pypi/virtualenv@20.8.0,PYSEC-2024-187,CVE-2024-53899,virtualenv before 20,True
pypi,scipy,1.9.1,pkg:pypi/scipy@1.9.1,PYSEC-2023-102,CVE-2023-25399,A refcounting issue which leads to potential memory leak was discovered in scipy commit 8627df31ab in Py_FindObjects() function,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-36fq-jgmw-4r9c,CVE-2025-9906,Keras is vulnerable to Deserialization of Untrusted Data,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-36rr-ww3j-vrjv,CVE-2025-9905,The Keras `Model.load_model` method **silently** ignores `safe_mode=True` and allows arbitrary code execution when a `.h5`/`.hdf5` file is loaded.,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-48g7-3x6r-xfhp,CVE-2025-1550,Arbitrary Code Execution via Crafted Keras Config for Model Loading,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-c9rc-mg46-23w3,CVE-2025-8747,Keras vulnerable to CVE-2025-1550 bypass via reuse of internal functionality,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-cjgq-5qmw-rcj6,CVE-2024-55459,keras Path Traversal vulnerability,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-hjqc-jx6g-rwp9,CVE-2025-12060,Keras Directory Traversal Vulnerability,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-mq84-hjqx-cwf2,CVE-2025-12058,Keras is vulnerable to arbitrary local file loading and Server-Side Request Forgery,True
pypi,keras,3.5.0,pkg:pypi/keras@3.5.0,GHSA-xfhx-r7ww-5995,CVE-2026-0897,Google Keras Allocates Resources Without Limits or Throttling in the HDF5 weight loading component,True
pypi,paramiko,3.2.0,pkg:pypi/paramiko@3.2.0,GHSA-45x7-px36-x8w8,CVE-2023-48795,Prefix Truncation Attack against ChaCha20-Poly1305 and Encrypt-then-MAC aka Terrapin,True
pypi,scipy,1.9.2,pkg:pypi/scipy@1.9.2,PYSEC-2023-102,CVE-2023-25399,A refcounting issue which leads to potential memory leak was discovered in scipy commit 8627df31ab in Py_FindObjects() function,True
pypi,scipy,1.9.0,pkg:pypi/scipy@1.9.0,PYSEC-2023-102,CVE-2023-25399,A refcounting issue which leads to potential memory leak was discovered in scipy commit 8627df31ab in Py_FindObjects() function,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-54jq-c3m8-4m76,CVE-2025-69226,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-5h86-8mv2-jq9f,CVE-2024-23334,aiohttp is vulnerable to directory traversal,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-5m98-qgg9-wh84,CVE-2024-30251,aiohttp vulnerable to Denial of Service when trying to parse malformed POST requests,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-69f9-5gxw-wvc2,CVE-2025-69224,AIOHTTP's unicode processing of header values could cause parsing discrepancies,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-6jhg-hg63-jvvf,CVE-2025-69228,AIOHTTP vulnerable to denial of service through large payloads,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-6mq8-rvhq-8wgg,CVE-2025-69223,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-7gpw-8wmc-pm8g,CVE-2024-27306,aiohttp Cross-site Scripting vulnerability on index pages for static file handling,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-8495-4g3g-x7pr,CVE-2024-52304,aiohttp allows request smuggling due to incorrect parsing of chunk extensions,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-8qpw-xqxj-h4r2,CVE-2024-23829,"aiohttp's HTTP parser (the python one, not llhttp) still overly lenient about separators",True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-9548-qrrj-x5pj,CVE-2025-53643,AIOHTTP is vulnerable to HTTP Request/Response Smuggling through incorrect parsing of chunked trailer sections,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-fh55-r93g-j68g,CVE-2025-69230,AIOHTTP Vulnerable to Cookie Parser Warning Storm,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-g84x-mcqj-x9qq,CVE-2025-69229,AIOHTTP vulnerable to DoS through chunked messages,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-jj3x-wxrx-4x23,CVE-2025-69227,AIOHTTP vulnerable to DoS when bypassing asserts,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-mqqc-3gqh-h2x8,CVE-2025-69225,AIOHTTP has unicode match groups in regexes for ASCII protocol elements,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-q3qx-c6g2-7pw2,CVE-2023-49081,aiohttp's ClientSession is vulnerable to CRLF injection via version,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,GHSA-qvrw-v9rv-5rjx,CVE-2023-49082,aiohttp's ClientSession is vulnerable to CRLF injection via method,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,PYSEC-2023-250,CVE-2023-49081,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,PYSEC-2023-251,CVE-2023-49082,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,PYSEC-2024-24,CVE-2024-23334,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,aiohttp,3.9.0rc0,pkg:pypi/aiohttp@3.9.0rc0,PYSEC-2024-26,CVE-2024-23829,aiohttp is an asynchronous HTTP client/server framework for asyncio and Python,True
pypi,torch,2.5.0,pkg:pypi/torch@2.5.0,GHSA-3749-ghw9-m3mg,CVE-2025-2953,PyTorch susceptible to local Denial of Service,True
pypi,torch,2.5.0,pkg:pypi/torch@2.5.0,GHSA-53q9-r3pm-6pq6,CVE-2025-32434,PyTorch: `torch.load` with `weights_only=True` leads to remote code execution,True
pypi,torch,2.5.0,pkg:pypi/torch@2.5.0,GHSA-887c-mr87-cxwp,CVE-2025-3730,PyTorch Improper Resource Shutdown or Release vulnerability,True
pypi,torch,2.5.0,pkg:pypi/torch@2.5.0,PYSEC-2025-41,CVE-2025-32434,PyTorch is a Python package that provides tensor computation with strong GPU acceleration and deep neural networks built on a tape-based autograd system,True
pypi,gunicorn,21.0.0,pkg:pypi/gunicorn@21.0.0,GHSA-hc5x-x2vx-497g,CVE-2024-6827,Gunicorn HTTP Request/Response Smuggling vulnerability,True
pypi,gunicorn,21.0.0,pkg:pypi/gunicorn@21.0.0,GHSA-w3h3-4rj7-4ph4,CVE-2024-1135,Request smuggling leading to endpoint restriction bypass in Gunicorn,True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-2xpw-w6gg-jr37,CVE-2025-66471,urllib3 streaming API improperly handles highly compressed data,True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-34jh-p97f-mpxf,CVE-2024-37891,urllib3's Proxy-Authorization request header isn't stripped during cross-origin redirects,True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-38jv-5279-wg99,CVE-2026-21441,Decompression-bomb safeguards bypassed when following HTTP redirects (streaming API),True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-48p4-8xcf-vxj5,CVE-2025-50182,urllib3 does not control redirects in browsers and Node.js,True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-gm62-xv2j-4w53,CVE-2025-66418,urllib3 allows an unbounded number of links in the decompression chain,True
pypi,urllib3,2.2.1,pkg:pypi/urllib3@2.2.1,GHSA-pq67-6m6q-mj2v,CVE-2025-50181,urllib3 redirects are not disabled when retries are disabled on PoolManager instantiation,True
pypi,orjson,3.9.14,pkg:pypi/orjson@3.9.14,GHSA-hx9q-6w63-j58v,CVE-2025-67221,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.14,pkg:pypi/orjson@3.9.14,GHSA-pwr2-4v36-6qpr,CVE-2024-27454,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.14,pkg:pypi/orjson@3.9.14,PYSEC-2024-40,CVE-2024-27454,orjson,True
pypi,fastapi,0.99.0,pkg:pypi/fastapi@0.99.0,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,opencv-python,4.8.0.76,pkg:pypi/opencv-python@4.8.0.76,GHSA-qr4w-53vh-m672,,opencv-python bundled libwebp binaries in wheels that are vulnerable to CVE-2023-4863,True
pypi,opencv-python,4.8.0.76,pkg:pypi/opencv-python@4.8.0.76,PYSEC-2023-183,,opencv-python versions before v4,True
pypi,pycryptodome,3.9.8,pkg:pypi/pycryptodome@3.9.8,GHSA-j225-cvw7-qrx7,CVE-2023-52323,PyCryptodome and pycryptodomex side-channel leakage for OAEP decryption,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-36fq-jgmw-4r9c,CVE-2025-9906,Keras is vulnerable to Deserialization of Untrusted Data,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-36rr-ww3j-vrjv,CVE-2025-9905,The Keras `Model.load_model` method **silently** ignores `safe_mode=True` and allows arbitrary code execution when a `.h5`/`.hdf5` file is loaded.,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-48g7-3x6r-xfhp,CVE-2025-1550,Arbitrary Code Execution via Crafted Keras Config for Model Loading,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-c9rc-mg46-23w3,CVE-2025-8747,Keras vulnerable to CVE-2025-1550 bypass via reuse of internal functionality,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-cjgq-5qmw-rcj6,CVE-2024-55459,keras Path Traversal vulnerability,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-hjqc-jx6g-rwp9,CVE-2025-12060,Keras Directory Traversal Vulnerability,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-mq84-hjqx-cwf2,CVE-2025-12058,Keras is vulnerable to arbitrary local file loading and Server-Side Request Forgery,True
pypi,keras,3.4.0,pkg:pypi/keras@3.4.0,GHSA-xfhx-r7ww-5995,CVE-2026-0897,Google Keras Allocates Resources Without Limits or Throttling in the HDF5 weight loading component,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-54jq-c3m8-4m76,CVE-2025-69226,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-5m98-qgg9-wh84,CVE-2024-30251,aiohttp vulnerable to Denial of Service when trying to parse malformed POST requests,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-69f9-5gxw-wvc2,CVE-2025-69224,AIOHTTP's unicode processing of header values could cause parsing discrepancies,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-6jhg-hg63-jvvf,CVE-2025-69228,AIOHTTP vulnerable to denial of service through large payloads,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-6mq8-rvhq-8wgg,CVE-2025-69223,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-7gpw-8wmc-pm8g,CVE-2024-27306,aiohttp Cross-site Scripting vulnerability on index pages for static file handling,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-8495-4g3g-x7pr,CVE-2024-52304,aiohttp allows request smuggling due to incorrect parsing of chunk extensions,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-9548-qrrj-x5pj,CVE-2025-53643,AIOHTTP is vulnerable to HTTP Request/Response Smuggling through incorrect parsing of chunked trailer sections,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-fh55-r93g-j68g,CVE-2025-69230,AIOHTTP Vulnerable to Cookie Parser Warning Storm,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-g84x-mcqj-x9qq,CVE-2025-69229,AIOHTTP vulnerable to DoS through chunked messages,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-jj3x-wxrx-4x23,CVE-2025-69227,AIOHTTP vulnerable to DoS when bypassing asserts,True
pypi,aiohttp,3.9.4rc0,pkg:pypi/aiohttp@3.9.4rc0,GHSA-mqqc-3gqh-h2x8,CVE-2025-69225,AIOHTTP has unicode match groups in regexes for ASCII protocol elements,True
pypi,urllib3,2.4.0,pkg:pypi/urllib3@2.4.0,GHSA-2xpw-w6gg-jr37,CVE-2025-66471,urllib3 streaming API improperly handles highly compressed data,True
pypi,urllib3,2.4.0,pkg:pypi/urllib3@2.4.0,GHSA-38jv-5279-wg99,CVE-2026-21441,Decompression-bomb safeguards bypassed when following HTTP redirects (streaming API),True
pypi,urllib3,2.4.0,pkg:pypi/urllib3@2.4.0,GHSA-48p4-8xcf-vxj5,CVE-2025-50182,urllib3 does not control redirects in browsers and Node.js,True
pypi,urllib3,2.4.0,pkg:pypi/urllib3@2.4.0,GHSA-gm62-xv2j-4w53,CVE-2025-66418,urllib3 allows an unbounded number of links in the decompression chain,True
pypi,urllib3,2.4.0,pkg:pypi/urllib3@2.4.0,GHSA-pq67-6m6q-mj2v,CVE-2025-50181,urllib3 redirects are not disabled when retries are disabled on PoolManager instantiation,True
pypi,lightgbm,4.4.0,pkg:pypi/lightgbm@4.4.0,GHSA-2586-f3p4-hq84,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,lightgbm,4.4.0,pkg:pypi/lightgbm@4.4.0,PYSEC-2024-231,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-282v-666c-3fvg,CVE-2023-2800,transformers has Insecure Temporary File,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-37mw-44qp-f5jm,CVE-2025-3933,Transformers is vulnerable to ReDoS attack through its DonutProcessor class,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-37q5-v5qm-c9v8,CVE-2024-3568,Transformers Deserialization of Untrusted Data vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-3863-2447-669p,CVE-2023-6730,transformers has a Deserialization of Untrusted Data vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-4w7r-h757-3r74,CVE-2025-6921,Hugging Face Transformers vulnerable to Regular Expression Denial of Service (ReDoS) in the AdamWeightDecay optimizer,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-59p9-h35m-wg4g,CVE-2025-6638,Hugging Face Transformers is vulnerable to ReDoS through its MarianTokenizer,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-6rvg-6v2m-4j46,CVE-2024-12720,Transformers Regular Expression Denial of Service (ReDoS) vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-9356-575x-2w9m,CVE-2025-5197,Hugging Face Transformers Regular Expression Denial of Service (ReDoS) vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-fpwr-67px-3qhx,CVE-2025-1194,Transformers Regular Expression Denial of Service (ReDoS) vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-hxxf-235m-72v3,CVE-2024-11394,Deserialization of Untrusted Data in Hugging Face Transformers,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-jjph-296x-mrcr,CVE-2025-3264,Transformers vulnerable to ReDoS attack through its get_imports() function,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-phhr-52qp-3mj4,CVE-2025-3777,Transformers's Improper Input Validation vulnerability can be exploited through username injection,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-q2wp-rjmx-x6x9,CVE-2025-3263,Transformers's ReDoS vulnerability in get_configuration_file can lead to catastrophic backtracking,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-qq3j-4f4f-9583,CVE-2025-2099,Hugging Face Transformers Regular Expression Denial of Service,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-qxrp-vhvm-j765,CVE-2024-11392,Deserialization of Untrusted Data in Hugging Face Transformers,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-rcv9-qm8p-9p6j,CVE-2025-6051,Hugging Face Transformers library has Regular Expression Denial of Service,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-v68g-wm8c-6x7j,CVE-2023-7018,transformers has a Deserialization of Untrusted Data vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,GHSA-wrfc-pvp9-mr9g,CVE-2024-11393,Deserialization of Untrusted Data in Hugging Face Transformers,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2023-299,CVE-2023-2800,Insecure Temporary File in GitHub repository huggingface/transformers prior to 4,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2023-300,CVE-2023-6730,Deserialization of Untrusted Data in GitHub repository huggingface/transformers prior to 4,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2023-301,CVE-2023-7018,Deserialization of Untrusted Data in GitHub repository huggingface/transformers prior to 4,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2024-227,CVE-2024-11392,Hugging Face Transformers MobileViTV2 Deserialization of Untrusted Data Remote Code Execution Vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2024-228,CVE-2024-11393,Hugging Face Transformers MaskFormer Model Deserialization of Untrusted Data Remote Code Execution Vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2024-229,CVE-2024-11394,Hugging Face Transformers Trax Model Deserialization of Untrusted Data Remote Code Execution Vulnerability,True
pypi,transformers,4.9.1,pkg:pypi/transformers@4.9.1,PYSEC-2025-40,CVE-2025-2099,A vulnerability in the `preprocess_string()` function of the `transformers,True
pypi,werkzeug,3.1.0,pkg:pypi/werkzeug@3.1.0,GHSA-87hc-h4r5-73f7,CVE-2026-21860,Werkzeug safe_join() allows Windows special device names with compound extensions,True
pypi,werkzeug,3.1.0,pkg:pypi/werkzeug@3.1.0,GHSA-hgf8-39gv-g3f2,CVE-2025-66221,Werkzeug safe_join() allows Windows special device names,True
pypi,pymysql,1.0.3,pkg:pypi/pymysql@1.0.3,GHSA-v9hf-5j83-6xpp,CVE-2024-36039,PyMySQL SQL Injection vulnerability,True
pypi,lightgbm,3.3.3,pkg:pypi/lightgbm@3.3.3,GHSA-2586-f3p4-hq84,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,lightgbm,3.3.3,pkg:pypi/lightgbm@3.3.3,PYSEC-2024-231,CVE-2024-43598,LightGBM Remote Code Execution Vulnerability,True
pypi,fastapi,0.95.0,pkg:pypi/fastapi@0.95.0,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,GHSA-3f63-hfp8-52jq,CVE-2023-50447,Arbitrary Code Execution in Pillow,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,GHSA-44wm-f244-xhp3,CVE-2024-28219,Pillow buffer overflow vulnerability,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,GHSA-8ghj-p4vj-mr35,CVE-2023-44271,Pillow Denial of Service vulnerability,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,GHSA-j7hp-h8jx-5ppr,CVE-2023-4863,libwebp: OOB write in BuildHuffmanTable,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,GHSA-m2vv-5vj5-2hm7,CVE-2022-45198,Pillow vulnerable to Data Amplification attack.,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,PYSEC-2022-42979,CVE-2022-45198,Pillow before 9,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,PYSEC-2023-175,,Pillow versions before v10,True
pypi,pillow,9.0.1,pkg:pypi/pillow@9.0.1,PYSEC-2023-227,CVE-2023-44271,An issue was discovered in Pillow before 10,True
pypi,fastapi,0.99.1,pkg:pypi/fastapi@0.99.1,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,python-jwt,3.3.0,pkg:pypi/python-jwt@3.3.0,GHSA-5p8v-58qm-c7fp,CVE-2022-39227,python-jwt vulnerable to token forgery with new claims,True
pypi,python-jwt,3.3.0,pkg:pypi/python-jwt@3.3.0,PYSEC-2022-259,CVE-2022-39227,An attacker who obtains a JWT can arbitrarily forge its contents without knowing the secret key,True
pypi,orjson,3.9.8,pkg:pypi/orjson@3.9.8,GHSA-hx9q-6w63-j58v,CVE-2025-67221,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.8,pkg:pypi/orjson@3.9.8,GHSA-pwr2-4v36-6qpr,CVE-2024-27454,orjson does not limit recursion for deeply nested JSON documents,True
pypi,orjson,3.9.8,pkg:pypi/orjson@3.9.8,PYSEC-2024-40,CVE-2024-27454,orjson,True
pypi,fastapi,0.96.1,pkg:pypi/fastapi@0.96.1,PYSEC-2024-38,CVE-2024-24762,FastAPI is a web framework for building APIs with Python 3,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-36fq-jgmw-4r9c,CVE-2025-9906,Keras is vulnerable to Deserialization of Untrusted Data,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-36rr-ww3j-vrjv,CVE-2025-9905,The Keras `Model.load_model` method **silently** ignores `safe_mode=True` and allows arbitrary code execution when a `.h5`/`.hdf5` file is loaded.,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-c9rc-mg46-23w3,CVE-2025-8747,Keras vulnerable to CVE-2025-1550 bypass via reuse of internal functionality,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-hjqc-jx6g-rwp9,CVE-2025-12060,Keras Directory Traversal Vulnerability,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-mq84-hjqx-cwf2,CVE-2025-12058,Keras is vulnerable to arbitrary local file loading and Server-Side Request Forgery,True
pypi,keras,3.9.2,pkg:pypi/keras@3.9.2,GHSA-xfhx-r7ww-5995,CVE-2026-0897,Google Keras Allocates Resources Without Limits or Throttling in the HDF5 weight loading component,True
pypi,urllib3,2.6.2,pkg:pypi/urllib3@2.6.2,GHSA-38jv-5279-wg99,CVE-2026-21441,Decompression-bomb safeguards bypassed when following HTTP redirects (streaming API),True
pypi,opencv-python,4.7.0.68,pkg:pypi/opencv-python@4.7.0.68,GHSA-qr4w-53vh-m672,,opencv-python bundled libwebp binaries in wheels that are vulnerable to CVE-2023-4863,True
pypi,opencv-python,4.7.0.68,pkg:pypi/opencv-python@4.7.0.68,PYSEC-2023-183,,opencv-python versions before v4,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-36fq-jgmw-4r9c,CVE-2025-9906,Keras is vulnerable to Deserialization of Untrusted Data,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-36rr-ww3j-vrjv,CVE-2025-9905,The Keras `Model.load_model` method **silently** ignores `safe_mode=True` and allows arbitrary code execution when a `.h5`/`.hdf5` file is loaded.,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-48g7-3x6r-xfhp,CVE-2025-1550,Arbitrary Code Execution via Crafted Keras Config for Model Loading,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-c9rc-mg46-23w3,CVE-2025-8747,Keras vulnerable to CVE-2025-1550 bypass via reuse of internal functionality,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-cjgq-5qmw-rcj6,CVE-2024-55459,keras Path Traversal vulnerability,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-hjqc-jx6g-rwp9,CVE-2025-12060,Keras Directory Traversal Vulnerability,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-mq84-hjqx-cwf2,CVE-2025-12058,Keras is vulnerable to arbitrary local file loading and Server-Side Request Forgery,True
pypi,keras,3.4.1,pkg:pypi/keras@3.4.1,GHSA-xfhx-r7ww-5995,CVE-2026-0897,Google Keras Allocates Resources Without Limits or Throttling in the HDF5 weight loading component,True
pypi,filelock,3.8.1,pkg:pypi/filelock@3.8.1,GHSA-qmgc-5h2g-mvrw,CVE-2026-22701,filelock Time-of-Check-Time-of-Use (TOCTOU) Symlink Vulnerability in SoftFileLock,True
pypi,filelock,3.8.1,pkg:pypi/filelock@3.8.1,GHSA-w853-jp5j-5j7f,CVE-2025-68146,filelock has a TOCTOU race condition which allows symlink attacks during lock file creation,True
pypi,onnx,1.8.0,pkg:pypi/onnx@1.8.0,GHSA-6rq9-53c3-f7vj,CVE-2024-5187,onnx allows Arbitrary File Overwrite in download_model_with_test_data,True
pypi,onnx,1.8.0,pkg:pypi/onnx@1.8.0,GHSA-ffxj-547x-5j7c,CVE-2022-25882,Directory Traversal in onnx,True
pypi,onnx,1.8.0,pkg:pypi/onnx@1.8.0,GHSA-h36j-8vv3-cj52,CVE-2024-7776,Open Neural Network Exchange (ONNX) Path Traversal Vulnerability,True
pypi,onnx,1.8.0,pkg:pypi/onnx@1.8.0,GHSA-h8wv-9h96-m4hr,CVE-2024-27319,Onnx Out-of-bounds Read vulnerability,True
